Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","195","Senegal","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2013","%","84.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","195","Senegal","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1998-1999","%","9.06","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","195","Senegal","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2013","%","15.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","272","Serbia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2002","%","81.87","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","272","Serbia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2012","%","82.4","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","272","Serbia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2002","%","18.13","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","272","Serbia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2012","%","17.6","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","196","Seychelles","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2011","%","81.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","196","Seychelles","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2011","%","18.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","199","Slovakia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","83","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","199","Slovakia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","17","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","198","Slovenia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","72.8","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","198","Slovenia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","27.2","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","203","Spain","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1999","%","70.38","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","203","Spain","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2009","%","78.3","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","203","Spain","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1999","%","29.62","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","203","Spain","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2009","%","21.7","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","38","Sri Lanka","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2013-2014","%","81.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","38","Sri Lanka","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2013-2014","%","18.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","207","Suriname","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2008","%","65.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","207","Suriname","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2008","%","34.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","210","Sweden","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1999","%","90","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","210","Sweden","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","84.6","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","210","Sweden","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1999","%","10","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","210","Sweden","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","15.4","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","211","Switzerland","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","93.5","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","211","Switzerland","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","6.5","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","216","Thailand","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2003","%","72.6","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","216","Thailand","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2013","%","63.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","216","Thailand","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2003","%","27.4","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","216","Thailand","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2013","%","36.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","217","Togo","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2012-2014","%","82.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","217","Togo","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2012-2014","%","17.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","219","Tonga","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2015","%","81","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","219","Tonga","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2015","%","19","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","220","Trinidad and Tobago","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2004","%","85.29","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","220","Trinidad and Tobago","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2004","%","14.71","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","226","Uganda","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1990-1991","%","83.71","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","226","Uganda","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2008-2009","%","78.9","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","226","Uganda","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1990-1991","%","16.29","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","226","Uganda","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2008-2009","%","21.1","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","229","United Kingdom of Great Britain and Northern Ireland","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","86.87","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","229","United Kingdom of Great Britain and Northern Ireland","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","86.9","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","229","United Kingdom of Great Britain and Northern Ireland","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","13.13","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","229","United Kingdom of Great Britain and Northern Ireland","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","13.1","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","215","United Republic of Tanzania","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1993-1995","%","82.91","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","215","United Republic of Tanzania","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2007-2008","%","79.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","215","United Republic of Tanzania","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1993-1995","%","17.09","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","215","United Republic of Tanzania","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2007-2008","%","20.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","231","United States of America","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1987/1992","%","93.69","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","231","United States of America","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2007/2012","%","86.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","231","United States of America","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1987/1992","%","6.31","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","231","United States of America","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2007/2012","%","13.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","234","Uruguay","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2011","%","63.5","Fc","Calculated data","The sex of the head of some holdings operated by civil persons was missing and stated as "Not Specified" or "No information", and the sum of the shares headed by males and females was not equal to 100%"
"WCAD","Structural data from agricultural censuses","234","Uruguay","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2011","%","19.7","Fc","Calculated data","The sex of the head of some holdings operated by civil persons was missing and stated as "Not Specified" or "No information", and the sum of the shares headed by males and females was not equal to 100%"
"WCAD","Structural data from agricultural censuses","155","Vanuatu","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2007","%","80.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","155","Vanuatu","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2007","%","19.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","236","Venezuela (Bolivarian Republic of)","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2008","%","80.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","236","Venezuela (Bolivarian Republic of)","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2008","%","19.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","237","Viet Nam","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2006/2011","%","81.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","237","Viet Nam","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2006/2011","%","18.2","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","251","Zambia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1990","%","85.02","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","251","Zambia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","80.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","251","Zambia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1990","%","14.98","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","251","Zambia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","19.2","Fc","Calculated data",""
