Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","400","Jordan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","14.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.391","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.426","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.537","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.657","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","1.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","398","Kazakhstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","1.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.846","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.823","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.907","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.968","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","83.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","81.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","80.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","81.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.344","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.407","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.468","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.606","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.97","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.931","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.991","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.18","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","56.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","47.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","45.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","49.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.776","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.838","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.959","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.141","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","80.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","79.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","78.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","79.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.124","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.132","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.24","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","3.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","2.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","1.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","1.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.77","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.878","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.01","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.266","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","80.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","81","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","82","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","83.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.018","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.032","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.847","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.903","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","97.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","96.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","96.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","430","Liberia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","96.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.003","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.042","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.039","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.099","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","3.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","2.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","1.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","440","Lithuania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","1.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.492","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.627","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.661","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","442","Luxembourg","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.987","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.122","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.154","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.181","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","97.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","97.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","97","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","450","Madagascar","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","97","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.724","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.787","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.989","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.149","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","95.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","95.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","96.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","454","Malawi","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","96.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.224","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.319","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.412","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.538","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","2.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","2.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","1.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","458","Malaysia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","1.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.581","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.634","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.662","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.861","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","4.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","2.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","462","Maldives","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","1.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.035","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.96","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.053","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","80.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","77.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","73.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","466","Mali","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","74.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.494","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.629","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.698","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.769","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","470","Malta","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.451","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.574","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.654","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.692","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","62.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","62.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","60.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","478","Mauritania","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","60.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","480","Mauritius","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.313","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","480","Mauritius","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.396","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","480","Mauritius","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.439","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","480","Mauritius","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.604","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","480","Mauritius","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","14.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","480","Mauritius","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","13.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","480","Mauritius","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","12.2","E","Estimated value"
