ISO,m49_code,country,incgrp,fsci_regions,UNmemberstate,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,wb_region,disp_area,totalpop,GDP,GDP_percap,landarea,agland_area,cropland,avail_fruits,avail_veg,UPFretailval_percap,safeh20,fies_modsev,pctcantafford,cohd,pou,All5,NCD_P,NCD_R,SSSD,zeroFV,MDD_W,MDD_iycf,zeroFV_iycf,fs_emissions,emint_cerealsnorice,emint_eggs,emint_beef,emint_chickenmeat,emint_pork,emint_cowmilk,emint_rice,yield_cereals,yield_citrus,yield_fruit,yield_eggs,yield_beef,yield_chickenmeat,yield_pork,yield_pulses,yield_cowmilk,yield_roottuber,yield_treenuts,yield_vegetables,croplandchange_pct,agwaterdraw,functionalintegrity,fishhealth,pesticides,sustNO2mgmt,aginGDP,unemp_tot,unemp_r,unemp_u,underemp_tot,underemp_r,underemp_u,spcoverage,spadequacy,childlabor,landholding_fem,cspart,mufppurbshare,righttofood,fspathway,govteffect,foodsafety,healthtax,accountability,open_budget_index,accessinfo,damages_gdp,kcal_total,mobile,soccapindex,pctagland_minspecies,genres_animal,genres_plant,rcsi_prevalence,fpi_cv,foodsupplyvar
LAO,418,Lao People's Democratic Republic,Lower middle income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2017,2017,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2017,2017,2017,2018,2007,2017,2011,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,,2020,2021,2010,,,,2021,2020
LBN,422,Lebanon,Lower middle income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,,,2020,2021,2021,2021,2021,2021,2021,,,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2004,,,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
LBR,430,Liberia,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2019,2019,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,,2018,2020,2020,2020,2020,2017,2017,2017,2016,2016,2020,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,2021,2010,,,,2021,2020
LBY,434,Libya,Upper middle income,Northern Africa & Western Asia,1,002,Africa,015,Northern Africa,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,,,,,,,,,,,,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2019,2020,2020,2020,,,,,,,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,,2020,2021,2010,,2020,,2021,2020
LCA,662,Saint Lucia,Upper middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,029,Caribbean,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2017,2020,2020,,,,,,,,,,2020,,2020,2020,2020,2020,2020,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,,,2012,2007,,2020,2021,2022,2020,2020,2021,,,2021,2021,2018,2020,,2010,2022,,,2021,2020
LIE,438,Liechtenstein,High income,Northern America and Europe,1,150,Europe,155,Western Europe,,,Europe & Central Asia,NO,2021,2019,2019,2020,2020,2020,,,2019,2020,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,2020,,2015,,,,2019,,,,,,,,,,,,2020,2021,2022,2020,2020,2021,,,2021,,,2020,,2010,,,,,
LKA,144,Sri Lanka,Lower middle income,Southern Asia,1,142,Asia,034,Southern Asia,,,South Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2016,2016,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2019,2019,2019,2016,2016,2016,2014,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,,2021,2020
LSO,426,Lesotho,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2019,2019,2019,2017,2017,2018,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,2021,2010,,2020,2021,2021,2020
LTU,440,Lithuania,High income,Northern America and Europe,1,150,Europe,154,Northern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,2008,2008,,2010,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2018,2018,2020,2021,2010,2022,2020,,2021,2020
LUX,442,Luxembourg,High income,Northern America and Europe,1,150,Europe,155,Western Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2017,2020,2020,,2020,,2020,2020,2020,2017,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2021,2021,2021,,,,2010,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,2021,2010,2022,,,2021,2020
LVA,428,Latvia,High income,Northern America and Europe,1,150,Europe,154,Northern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,2009,2009,,2010,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2018,2018,2020,2021,2010,,2020,,2021,2020
MAR,504,Morocco,Lower middle income,Northern Africa & Western Asia,1,002,Africa,015,Northern Africa,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2009,,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
MCO,492,Monaco,High income,Northern America and Europe,1,150,Europe,155,Western Europe,,,Europe & Central Asia,NO,2021,2020,2020,2020,,,,,2019,2020,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,2021,2022,,2019,2021,,,2021,,,2020,,2010,,,,,
MDA,498,Republic of Moldova,Upper middle income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2005,2005,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,2018,2018,,2011,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2019,2018,2020,2021,2010,,2020,,2021,2020
MDG,450,Madagascar,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2010,,2018,2005,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,2021,2021,2020
MDV,462,Maldives,Upper middle income,Southern Asia,1,142,Asia,034,Southern Asia,,,South Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,,,,,,,,2017,2017,2020,2020,,,,,,,2020,2020,2020,,,,,2020,,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2016,2016,,,2021,,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,,,,,,2021,2020
MEX,484,Mexico,Upper middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,013,Central America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2015,2015,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2018,2018,2019,2007,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
MHL,584,Marshall Islands,Upper middle income,Oceania,1,009,Oceania,057,Micronesia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,,,,,,,,,,,,,,,2017,2017,2020,,,,,,,,,,,,,,,,,,,,2020,,2015,2021,,2018,2020,,,,,,,,,,,,,2021,2022,2020,2020,2021,,,2021,2018,,2020,,,,,,,
MKD,807,North Macedonia,Upper middle income,Northern America and Europe,1,150,Europe,039,Southern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2019,2019,2019,,,2019,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,,2021,2020
MLI,466,Mali,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2020,2020,2020,2009,2009,2017,2005,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,2021,2021,2020
MLT,470,Malta,High income,Northern America and Europe,1,150,Europe,039,Southern Europe,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2017,2020,2020,2020,2020,2020,,2017,2017,2020,2020,2020,2020,2020,2017,2020,2020,,2017,2020,2018,2015,2021,,2018,2020,2020,2020,2020,2021,2016,2021,,,,2010,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2013,2018,2020,2021,2010,,2020,,2021,2020
MMR,104,Myanmar,Lower middle income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2016,2016,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2020,2020,2020,2017,2017,2015,2003,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,2021,2010,2022,2020,,2021,2020
MNE,499,Montenegro,Upper middle income,Northern America and Europe,1,150,Europe,039,Southern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2015,,2020,2018,2020,2020,2020,2020,,,,2014,2014,2018,2010,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2017,2018,2020,2021,2010,2022,2020,,2021,2020
MNG,496,Mongolia,Lower middle income,Eastern Asia,1,142,Asia,030,Eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2020,2018,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2020,2020,2020,2016,2016,2018,2011,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
MOZ,508,Mozambique,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,,2021,2021,2021,2021,2021,2021,2011,2011,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2015,2015,2015,2014,2014,,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,2021,2010,,,2021,2021,2020
MRT,478,Mauritania,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2015,2015,2020,2020,2020,2020,2020,,2020,2020,2020,,2020,2020,2020,2020,,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2017,2017,2017,2014,2008,2015,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,2021,2010,,2020,2021,2021,2020
MUS,480,Mauritius,Upper middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2019,2020,2020,2020,2020,2020,2020,2020,,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,2017,2017,,2014,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2018,2018,2020,2021,2010,2022,,,2021,2020
MWI,454,Malawi,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2015,2015,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,2016,2016,2020,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,2021,2021,2020
MYS,458,Malaysia,Upper middle income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2016,2016,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
NAM,516,Namibia,Upper middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2013,2013,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2018,2018,2018,2015,2015,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,2021,2021,2020
NER,562,Niger,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2019,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,2014,2014,2012,2008,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,2021,2021,2020
NGA,566,Nigeria,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2018,2018,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,,2018,2020,2020,2020,2020,2019,2019,2019,2018,2018,2017,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,2021,2021,2020
NIC,558,Nicaragua,Lower middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,013,Central America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,,2020,2020,2020,2021,2021,2021,2021,2021,2021,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2012,2012,2012,2014,2014,2012,2011,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2020,2018,2020,2021,2010,2022,2020,2021,2021,2020
NLD,528,Netherlands,High income,Northern America and Europe,1,150,Europe,155,Western Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2017,2020,2020,2020,2017,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,,,,2010,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
NOR,578,Norway,High income,Northern America and Europe,1,150,Europe,154,Northern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,,,,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2020,2018,2020,2021,2010,2022,2020,,2021,2020
NPL,524,Nepal,Lower middle income,Southern Asia,1,142,Asia,034,Southern Asia,,,South Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2017,2017,2017,2010,2010,2014,2012,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,,2021,2020
NRU,520,Nauru,High income,Oceania,1,009,Oceania,057,Micronesia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,,,2019,,,,,,,,,,,,,,2020,2018,2020,,2020,2020,,,,,2020,2020,,2020,2020,,,,,2020,2020,,2015,2021,,2018,2020,,,,,,,,,,,,,2021,2022,2020,2018,2021,,,2021,,,2020,,,,,,,
NZL,554,New Zealand,High income,Oceania,1,009,Oceania,053,Australia and New Zealand,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,,,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,,2021,2020
OMN,512,Oman,High income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,,,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,,,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,,,,2013,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,2021,2010,2022,,,2021,2020
PAK,586,Pakistan,Lower middle income,Southern Asia,1,142,Asia,034,Southern Asia,,,South Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2018,2018,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,2018,2018,2018,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,2021,2021,2020
PAN,591,Panama,High income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,013,Central America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2019,2019,2019,2019,2019,2016,2011,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
PER,604,Peru,Upper middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,005,South America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,2019,2019,2020,2012,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,,2021,2020
PHL,608,Philippines,Lower middle income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2008,2008,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2015,2015,2020,2003,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
PLW,585,Palau,Upper middle income,Oceania,1,009,Oceania,057,Micronesia,,,East Asia & Pacific,NO,2021,2020,2020,2020,2020,2020,,,,2020,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,2020,,2015,2021,,,2020,,,,,,,2006,2006,,,,2020,2021,2022,2020,2020,2021,,,2021,2018,,2020,,,,,,2021,
PNG,598,Papua New Guinea,Lower middle income,Oceania,1,009,Oceania,054,Melanesia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,,,,2020,,,,,,,2017,2017,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2009,2009,,,2021,2020,2021,2022,2020,2019,2021,2021,2021,2021,2020,2018,2020,2021,2010,,2020,,2021,2020
POL,616,Poland,High income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2021,2021,2021,2015,2015,,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
PRK,408,Dem People's Rep of Korea,Low income,Eastern Asia,1,142,Asia,030,Eastern Asia,,,East Asia & Pacific,NO,2021,,,2020,2020,2020,2019,2019,2019,2020,,,,2020,,,,,,,2017,,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,,2018,2019,2020,2020,2020,,,,,,2017,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,,,2020,,2010,,,,,2020
PRT,620,Portugal,High income,Northern America and Europe,1,150,Europe,039,Southern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,,,,2009,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2019,2018,2020,2021,2010,2022,2020,,2021,2020
PRY,600,Paraguay,Upper middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,005,South America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2016,2016,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2021,2021,2021,2019,2019,2016,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,,,2021,2020
QAT,634,Qatar,High income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,,,2019,2020,,,2020,,,,,,,,,,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,,,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,,,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2018,,2020,2021,2010,,,,2021,
