country,ISO,year,accountability,accountability_lower,accountability_upper,incgrp,wb_region,UNmemberstate,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code
Iraq,IRQ,1979,-1.398,-1.636,-1.161,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1963,-.81699997,-1.0319999,-.55699998,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1978,-1.221,-1.447,-.97000003,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2008,.66900003,.47299999,.86900002,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1988,-1.317,-1.524,-1.118,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1977,-1.23,-1.457,-.97899997,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1972,-1.179,-1.432,-.95200002,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1986,-1.319,-1.503,-1.107,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2003,-.354,-.55800003,-.154,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2013,.51999998,.324,.71399999,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1973,-1.1799999,-1.39,-.90799999,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1966,-.72100002,-.97399998,-.49399999,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1989,-1.302,-1.507,-1.103,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1996,-1.217,-1.408,-1.013,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1992,-1.331,-1.503,-1.114,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2011,.62099999,.43099999,.82599998,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2017,.47999999,.273,.67199999,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1987,-1.314,-1.5,-1.103,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2016,.53399998,.338,.73100001,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1974,-1.171,-1.426,-.94499999,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1967,-.67500001,-.94199997,-.46000001,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1975,-1.215,-1.464,-.99000001,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1998,-1.219,-1.415,-1.017,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2001,-1.215,-1.409,-1.0140001,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1962,-.484,-.70200002,-.22400001,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1968,-1.048,-1.27,-.77899998,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1965,-.76200002,-1.024,-.54400003,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1991,-1.33,-1.508,-1.117,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1990,-1.307,-1.518,-1.1210001,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2019,.51599997,.31400001,.70999998,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1985,-1.318,-1.49,-1.092,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2009,.653,.44100001,.838,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,2021,.49900001,.31600001,.71600002,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iraq,IRQ,1970,-1.173,-1.388,-.90799999,Upper middle income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,368
Iceland,ISL,2006,1.584,1.3710001,1.7690001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1963,1.401,1.206,1.6059999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2019,1.546,1.349,1.755,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1990,1.545,1.367,1.768,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1966,1.426,1.215,1.603,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1971,1.446,1.249,1.637,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2001,1.592,1.405,1.807,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1983,1.5089999,1.301,1.704,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2018,1.622,1.423,1.816,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2007,1.64,1.4220001,1.822,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1996,1.596,1.388,1.789,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2003,1.599,1.376,1.777,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2021,1.511,1.306,1.697,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1976,1.436,1.244,1.6390001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1985,1.501,1.302,1.696,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1977,1.433,1.222,1.624,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1960,1.4,1.211,1.601,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2005,1.584,1.37,1.775,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1994,1.556,1.359,1.753,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1998,1.602,1.405,1.802,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2020,1.466,1.278,1.669,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1964,1.399,1.201,1.595,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2009,1.652,1.45,1.847,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1982,1.501,1.296,1.6849999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2012,1.6109999,1.392,1.794,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1965,1.404,1.214,1.6059999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1970,1.4349999,1.261,1.653,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1979,1.439,1.252,1.649,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1973,1.4299999,1.242,1.636,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1999,1.597,1.408,1.7970001,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1975,1.436,1.226,1.63,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1980,1.499,1.306,1.694,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1978,1.433,1.233,1.619,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1972,1.437,1.222,1.618,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2013,1.566,1.3609999,1.765,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2004,1.597,1.392,1.786,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2010,1.638,1.414,1.811,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1962,1.405,1.1900001,1.591,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1997,1.596,1.3660001,1.766,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1961,1.4069999,1.214,1.604,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1967,1.4349999,1.255,1.654,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1986,1.52,1.319,1.712,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1974,1.433,1.242,1.64,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1989,1.55,1.351,1.74,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1993,1.5599999,1.3430001,1.748,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2017,1.551,1.358,1.7539999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2016,1.549,1.38,1.785,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1968,1.434,1.229,1.631,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2002,1.594,1.399,1.7869999,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1991,1.553,1.352,1.752,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1992,1.557,1.359,1.752,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2015,1.573,1.386,1.771,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1995,1.556,1.38,1.775,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1969,1.431,1.225,1.625,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1988,1.541,1.347,1.74,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2008,1.648,1.4349999,1.83,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2011,1.624,1.4220001,1.818,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2014,1.559,1.385,1.777,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,2000,1.5930001,1.3940001,1.781,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1981,1.499,1.2970001,1.687,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1987,1.551,1.358,1.761,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Iceland,ISL,1984,1.4960001,1.3099999,1.702,High income,Europe & Central Asia,1,,150,Europe,154,Northern Europe,,,352
Israel,ISR,2005,1.429,1.256,1.643,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1986,1.418,1.219,1.614,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1966,1.154,.97600001,1.37,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1963,1.14,.97299999,1.369,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1997,1.475,1.284,1.658,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1996,1.473,1.261,1.663,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2011,1.395,1.176,1.576,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2020,1.3200001,1.091,1.492,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1994,1.4680001,1.268,1.659,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2008,1.423,1.235,1.624,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1964,1.148,.92500001,1.3200001,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1985,1.411,1.204,1.597,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1991,1.456,1.23,1.622,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1992,1.4579999,1.2589999,1.645,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1972,1.2690001,1.062,1.4680001,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2000,1.454,1.256,1.645,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2018,1.251,1.064,1.464,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2014,1.3559999,1.154,1.552,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1995,1.475,1.279,1.67,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2015,1.335,1.14,1.538,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2012,1.401,1.21,1.6,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1969,1.222,1.0190001,1.411,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1988,1.4299999,1.2180001,1.6210001,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2017,1.3049999,1.092,1.485,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1982,1.41,1.216,1.6109999,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1967,1.17,.95599997,1.359,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1989,1.449,1.25,1.647,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1971,1.238,1.059,1.45,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1984,1.4119999,1.2,1.599,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1987,1.431,1.2410001,1.6390001,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1961,1.136,.94999999,1.339,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2013,1.354,1.179,1.566,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1977,1.39,1.189,1.572,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2021,1.3609999,1.159,1.545,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1960,1.084,.87699997,1.275,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1979,1.419,1.201,1.594,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1975,1.381,1.187,1.5880001,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1968,1.188,.98400003,1.375,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1983,1.4220001,1.2079999,1.599,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2004,1.432,1.227,1.622,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1998,1.469,1.2410001,1.633,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1980,1.408,1.21,1.603,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1973,1.3329999,1.136,1.529,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1962,1.136,.92699999,1.323,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2010,1.396,1.187,1.5930001,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1993,1.45,1.249,1.652,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1981,1.416,1.223,1.6109999,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2019,1.2180001,1.028,1.416,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1970,1.24,1.046,1.438,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2001,1.4220001,1.219,1.619,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2003,1.428,1.229,1.6160001,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1974,1.381,1.196,1.595,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1978,1.405,1.233,1.618,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2006,1.424,1.2180001,1.623,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2007,1.423,1.232,1.623,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1965,1.141,.94999999,1.351,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1976,1.385,1.188,1.582,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2002,1.424,1.229,1.625,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1990,1.452,1.244,1.64,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,1999,1.47,1.279,1.6799999,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2016,1.3279999,1.138,1.535,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Israel,ISR,2009,1.4220001,1.199,1.601,High income,Middle East & North Africa,1,,142,Asia,145,Western Asia,,,376
Italy,ITA,2019,1.739,1.538,1.9400001,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1970,1.357,1.166,1.563,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2014,1.748,1.559,1.957,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1963,1.288,1.101,1.494,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1993,1.654,1.437,1.836,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2000,1.666,1.482,1.881,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1965,1.29,1.089,1.478,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1968,1.349,1.125,1.515,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2004,1.648,1.456,1.847,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1996,1.655,1.444,1.8329999,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1987,1.552,1.355,1.758,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1986,1.552,1.3559999,1.752,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1990,1.576,1.375,1.78,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2021,1.707,1.53,1.913,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1999,1.682,1.474,1.872,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1981,1.501,1.313,1.712,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2002,1.643,1.447,1.844,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2008,1.71,1.523,1.921,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2012,1.779,1.5779999,1.978,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1961,1.285,1.0880001,1.48,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1998,1.684,1.49,1.877,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1966,1.319,1.12,1.528,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2006,1.75,1.528,1.9299999,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1985,1.546,1.3609999,1.758,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1967,1.309,1.098,1.495,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1980,1.4859999,1.278,1.673,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1992,1.626,1.446,1.839,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2016,1.784,1.567,1.9630001,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1988,1.546,1.367,1.7539999,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2003,1.638,1.461,1.86,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1979,1.396,1.1799999,1.575,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1995,1.61,1.402,1.8,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1994,1.599,1.404,1.794,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2017,1.776,1.598,1.994,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1977,1.382,1.166,1.5599999,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1971,1.364,1.161,1.554,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2018,1.763,1.568,1.97,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1997,1.677,1.508,1.903,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1975,1.358,1.181,1.575,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1972,1.359,1.175,1.5549999,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1976,1.391,1.186,1.573,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2001,1.625,1.4450001,1.8430001,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1989,1.551,1.359,1.76,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1984,1.557,1.3559999,1.752,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2011,1.756,1.556,1.95,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2005,1.684,1.47,1.865,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1962,1.291,1.096,1.495,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2007,1.7819999,1.581,1.979,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2015,1.749,1.5549999,1.949,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2009,1.712,1.533,1.924,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1960,1.277,1.08,1.477,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1973,1.347,1.141,1.534,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1983,1.511,1.3150001,1.725,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2013,1.7539999,1.567,1.965,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1982,1.499,1.298,1.684,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1974,1.3559999,1.141,1.531,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1969,1.352,1.174,1.559,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1991,1.591,1.382,1.781,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1964,1.285,1.057,1.45,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,1978,1.3839999,1.192,1.58,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2010,1.72,1.518,1.919,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Italy,ITA,2020,1.688,1.49,1.885,High income,Europe & Central Asia,1,,150,Europe,039,Southern Europe,,,380
Jamaica,JAM,1966,.755,.57200003,.96700001,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
Jamaica,JAM,1996,1.086,.903,1.307,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
Jamaica,JAM,1990,1.005,.81099999,1.215,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
Jamaica,JAM,1986,.85000002,.676,1.0779999,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
Jamaica,JAM,1982,.85699999,.63800001,1.0319999,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
Jamaica,JAM,1985,.85100001,.66100001,1.053,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
Jamaica,JAM,1970,.722,.528,.93000001,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
Jamaica,JAM,1977,.71899998,.52200001,.90499997,Upper middle income,Latin America & Caribbean,1,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,388
