ISO,country,year,unemp,underemp,sex,agegroup,geog,incgrp,wb_region,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fsci_regions
ISL,Iceland,2020,10.912,12.8,Male,"Youth, age 15-24",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,352,Northern America and Europe
ITA,Italy,2020,28.745001,11.2,Female,"Youth, age 15-24",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,23.761999,8.6999998,Male,"Youth, age 15-24",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,28.021,10.3,Male,"Youth, age 15-24",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,7.1830001,8.3999996,Male,"Adults, age 25+",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,31.837999,13.2,Female,"Youth, age 15-24",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,10.117,9,Female,Total population age 15+,Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,9.0830002,9.3000002,Female,"Adults, age 25+",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,10.205,9.6000004,Female,Total population age 15+,Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,8.3999996,8.5,Male,Total population age 15+,Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,32.596001,13.8,Female,"Youth, age 15-24",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,7.5580001,8.5,Total,"Adults, age 25+",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,9.1599998,8.8999996,Total,Total population age 15+,Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,10.189,9.5,Female,Total population age 15+,Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,25.568001,9.6000004,Total,"Youth, age 15-24",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,8.559,8.6000004,Male,Total population age 15+,Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,8.6850004,8.6000004,Total,Total population age 15+,Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,29.475,11.4,Total,"Youth, age 15-24",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,29.176001,11,Male,"Youth, age 15-24",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,8.0889997,8.8999996,Total,"Adults, age 25+",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,9.2639999,9,Total,Total population age 15+,Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,6.5339999,8.3000002,Male,"Adults, age 25+",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,30.496,12,Total,"Youth, age 15-24",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,9.0950003,9.5,Female,"Adults, age 25+",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,7.9949999,8.8000002,Total,"Adults, age 25+",Total,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,7.3280001,8.5,Male,"Adults, age 25+",Urban,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,7.6950002,8.3000002,Male,Total population age 15+,Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
ITA,Italy,2020,9.0229998,8.8999996,Female,"Adults, age 25+",Rural,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,380,Northern America and Europe
JOR,Jordan,2020,14.374,.2,Total,"Adults, age 25+",Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,13.283,.2,Male,"Adults, age 25+",Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,37.942001,.2,Male,"Youth, age 15-24",Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,17.525,.2,Total,Total population age 15+,Rural,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,40.706001,.2,Total,"Youth, age 15-24",Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,37.828999,.2,Male,"Youth, age 15-24",Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,12.929,.2,Male,"Adults, age 25+",Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,17.434,.2,Male,Total population age 15+,Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,19.177999,.2,Total,Total population age 15+,Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,9.198,.1,Male,"Adults, age 25+",Rural,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,14.956,.2,Male,Total population age 15+,Rural,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,40.471001,.80000001,Total,"Youth, age 15-24",Rural,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,11.891,.1,Total,"Adults, age 25+",Rural,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,14.149,.2,Total,"Adults, age 25+",Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,36.841,.80000001,Male,"Youth, age 15-24",Rural,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,26.542999,.2,Female,Total population age 15+,Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,26.389999,.2,Female,Total population age 15+,Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,19.025999,.2,Total,Total population age 15+,Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,19.782,.2,Female,"Adults, age 25+",Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,20.027,.1,Female,"Adults, age 25+",Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,17.677999,.2,Male,Total population age 15+,Urban,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
JOR,Jordan,2020,40.682999,.30000001,Total,"Youth, age 15-24",Total,Upper middle income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,400,Northern Africa & Western Asia
KEN,Kenya,2019,4.7729998,5,Male,Total population age 15+,Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,3.217,4.8000002,Male,Total population age 15+,Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,20.343,9.6000004,Total,"Youth, age 15-24",Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,1.617,6.0999999,Female,"Adults, age 25+",Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,6.9920001,3.5,Male,"Youth, age 15-24",Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,6.8270001,5.1999998,Male,Total population age 15+,Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,8.0279999,6.6999998,Total,Total population age 15+,Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,12.337,5.4000001,Total,"Youth, age 15-24",Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,6.243,8.5,Female,"Adults, age 25+",Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,21.729,10.9,Female,"Youth, age 15-24",Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,3.217,5.9000001,Total,"Adults, age 25+",Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,2.9809999,5.3000002,Total,Total population age 15+,Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,13.176,5.9000001,Female,"Youth, age 15-24",Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,18.941,8.3999996,Male,"Youth, age 15-24",Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,11.519,4.9000001,Male,"Youth, age 15-24",Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,9.448,8.8000002,Female,Total population age 15+,Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,5.2519999,6.6999998,Female,Total population age 15+,Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,5.165,6.3000002,Total,"Adults, age 25+",Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,2.7620001,5.6999998,Female,Total population age 15+,Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,3.3169999,6.8000002,Female,"Adults, age 25+",Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,3.118,5,Male,"Adults, age 25+",Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,7.645,3.9000001,Female,"Youth, age 15-24",Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,2.1830001,5.0999999,Male,"Adults, age 25+",Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,7.3109999,3.7,Total,"Youth, age 15-24",Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,4.2909999,4.6999998,Male,"Adults, age 25+",Urban,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,1.885,5.5999999,Total,"Adults, age 25+",Rural,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KEN,Kenya,2019,5.0100002,5.8000002,Total,Total population age 15+,Total,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,404,Sub-Saharan Africa
KHM,Cambodia,2019,.338,1,Female,"Youth, age 15-24",Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.51899999,1,Female,"Youth, age 15-24",Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.178,.80000001,Female,Total population age 15+,Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.117,1.2,Male,Total population age 15+,Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.199,.89999998,Female,Total population age 15+,Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.414,1.3,Total,"Youth, age 15-24",Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.061000001,.5,Female,"Adults, age 25+",Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.088,.80000001,Female,"Adults, age 25+",Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.115,.60000002,Female,Total population age 15+,Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.477,.60000002,Total,"Youth, age 15-24",Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.07,1,Total,"Adults, age 25+",Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.56900001,1,Female,"Youth, age 15-24",Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.127,.69999999,Total,Total population age 15+,Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.052000001,1.2,Male,"Adults, age 25+",Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.029999999,.89999998,Male,"Adults, age 25+",Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.046,1.1,Male,"Adults, age 25+",Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.109,1.3,Male,Total population age 15+,Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.154,1.1,Total,Total population age 15+,Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.428,1.2,Total,"Youth, age 15-24",Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.147,1,Total,Total population age 15+,Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.045000002,.69999999,Total,"Adults, age 25+",Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.063000001,.89999998,Total,"Adults, age 25+",Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.081,.69999999,Female,"Adults, age 25+",Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.139,.80000001,Male,Total population age 15+,Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.60900003,.2,Male,"Youth, age 15-24",Urban,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.27700001,1.7,Male,"Youth, age 15-24",Rural,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KHM,Cambodia,2019,.345,1.3,Male,"Youth, age 15-24",Total,Lower middle income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,116,South-eastern Asia
KOR,Republic of Korea,2020,2.9790001,3.5,Male,Total population age 15+,Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,3.5780001,4.0999999,Female,"Adults, age 25+",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,2.6670001,3,Total,"Adults, age 25+",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,9.0100002,8.3000002,Male,"Youth, age 15-24",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,3.9300001,4,Total,Total population age 15+,Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,10.048,5.9000001,Female,"Youth, age 15-24",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,11.149,4.1999998,Male,"Youth, age 15-24",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,2.9059999,3.2,Total,Total population age 15+,Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,4.2509999,4.5,Female,Total population age 15+,Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,2.7130001,3.4000001,Male,"Adults, age 25+",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,3.7809999,4,Male,"Adults, age 25+",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,3.888,3.9000001,Male,Total population age 15+,Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,4.0999999,4,Male,Total population age 15+,Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,6.8039999,5.5,Female,"Youth, age 15-24",Rural,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,10.54,5.1999998,Total,"Youth, age 15-24",Urban,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
KOR,Republic of Korea,2020,9.6330004,5.9000001,Female,"Youth, age 15-24",Total,High income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410,Eastern Asia
