ISO,country,wb_region,incgrp,year,genres_animal,genres_plant,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code
KOR,Republic of Korea,East Asia & Pacific,High income,2019,1,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410
KOR,Republic of Korea,East Asia & Pacific,High income,2020,26,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410
KOR,Republic of Korea,East Asia & Pacific,High income,2021,26,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,410
LBN,Lebanon,Middle East & North Africa,Lower middle income,2000,,.001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2005,,.005,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2010,,.008,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2012,,.016,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2014,,1.547,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2016,,1.785,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2017,,1.959,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2018,,1.959,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2019,,2.114,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2020,0,2.229,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBN,Lebanon,Middle East & North Africa,Lower middle income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,422
LBY,Libya,Middle East & North Africa,Upper middle income,2000,,0,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2005,,.531,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2010,,1.387,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2012,,1.431,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2014,,1.553,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2016,,1.778,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2017,,1.778,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2018,,2.345,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2019,,2.345,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LBY,Libya,Middle East & North Africa,Upper middle income,2020,,2.345,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,434
LCA,Saint Lucia,Latin America & Caribbean,Upper middle income,2020,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,662
LCA,Saint Lucia,Latin America & Caribbean,Upper middle income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,662
LKA,Sri Lanka,South Asia,Lower middle income,2000,,6.435,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2005,,7.375,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2010,,8.468999999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2012,,8.589,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2014,,8.808999999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2016,,10.316,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2017,,10.79,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2018,,11.722,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2019,,11.722,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LKA,Sri Lanka,South Asia,Lower middle income,2020,,12.392,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,034,Southern Asia,,,144
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2000,,.479,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2005,,1.575,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2010,,3.183,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2012,,3.183,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2014,,3.183,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2016,,3.367,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2017,,3.582,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2018,,3.582,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2019,,3.582,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2020,,3.582,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,426
LTU,Lithuania,Europe & Central Asia,High income,2000,,1.039,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2005,,1.681,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2010,,1.681,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2012,,1.681,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2014,,1.681,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2016,,1.681,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2017,,.924,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2018,,.924,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2019,,2.246,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2020,0,2.246,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LTU,Lithuania,Europe & Central Asia,High income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,440
LUX,Luxembourg,Europe & Central Asia,High income,2020,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,442
LUX,Luxembourg,Europe & Central Asia,High income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,155,Western Europe,,,442
LVA,Latvia,Europe & Central Asia,High income,2000,,.9409999999999999,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2005,,1.585,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2010,,1.966,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2012,,2.061,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2014,,2.112,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2016,,2.051,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2017,,2.054,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2018,,2.082,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2019,,2.135,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
LVA,Latvia,Europe & Central Asia,High income,2020,,2.135,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,154,Northern Europe,,,428
MAR,Morocco,Middle East & North Africa,Lower middle income,2000,,0,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2005,,16.948,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2010,,47.317,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2012,,56.75,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2014,,63.071,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2016,,65.83,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2017,,67.902,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2018,,68.02,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2019,3,69.628,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2020,2,69.628,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MAR,Morocco,Middle East & North Africa,Lower middle income,2021,2,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,015,Northern Africa,,,504
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2000,,6.022,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2005,,6.415,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2010,,6.415,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2012,,6.415,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2014,,6.415,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2016,,6.415,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2017,,6.415,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2018,,6.415,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2019,,6.012,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDA,Republic of Moldova,Europe & Central Asia,Upper middle income,2020,,6.012,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,498
MDG,Madagascar,Sub-Saharan Africa,Low income,2000,,8.794,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2005,,8.798,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2010,,8.801,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2012,,8.801,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2014,,8.801,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2016,,8.801,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2017,,8.801,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2018,,8.801,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2019,,7.858,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2020,0,7.825,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MDG,Madagascar,Sub-Saharan Africa,Low income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,450
MEX,Mexico,Latin America & Caribbean,Upper middle income,2000,,33.713,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2005,,40.764,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2010,,58.369,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2012,,68.379,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2014,,71.64,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2016,,74.18000000000001,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2017,,74.73,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2018,,75.69,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2019,,76.554,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2020,0,76.97,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MEX,Mexico,Latin America & Caribbean,Upper middle income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,484
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2000,,1.655,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2005,,1.843,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2010,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2012,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2014,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2016,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2017,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2018,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2019,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2020,,2.158,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,807
MLI,Mali,Sub-Saharan Africa,Low income,2000,,0,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2005,,.218,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2010,,.218,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2012,,.838,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2014,,.838,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2016,,.838,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2017,,.838,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2018,,2.09,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2019,,2.355,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2020,0,2.347,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLI,Mali,Sub-Saharan Africa,Low income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,466
MLT,Malta,Middle East & North Africa,High income,2000,,0,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2005,,.008,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2010,,.009,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2012,,.011,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2014,,.011,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2016,,.013,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2017,,.013,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2018,,.013,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2019,,.016,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MLT,Malta,Middle East & North Africa,High income,2020,,.016,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,470
MMR,Myanmar,East Asia & Pacific,Lower middle income,2000,,7.187,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2005,,8.746,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2010,,10.718,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2012,,11.393,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2014,,11.774,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2016,,11.902,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2017,,12.05,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2018,,12.05,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2019,,12.05,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2020,0,12.05,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MMR,Myanmar,East Asia & Pacific,Lower middle income,2021,0,,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,035,South-eastern Asia,,,104
MNE,Montenegro,Europe & Central Asia,Upper middle income,2000,,.023,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2005,,.143,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2010,0,.34,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2011,0,,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2012,0,.356,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2013,0,,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2014,0,.356,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2015,0,,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2016,0,.356,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2017,0,.376,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
MNE,Montenegro,Europe & Central Asia,Upper middle income,2018,0,.388,NO,Member State,1,Member state,,,150,Europe,039,Southern Europe,,,499
